run	year	lct	area
3	12	oak	2374600
3	12	pine	1053100
3	12	shrub	829700
3	12	urban	35700
3	12	water	443900
3	13	crop	2035500
3	13	grass	222200
3	13	oak	2374100
3	13	pine	1051300
3	13	shrub	830100
3	13	urban	35700
3	13	water	443900
3	14	crop	2036700
3	14	grass	222300
3	14	oak	2371600
3	14	pine	1049800
3	14	shrub	829400
3	14	urban	35700
3	14	water	443900
3	15	crop	2032300
3	15	grass	222500
3	15	oak	2372700
3	15	pine	1050500
3	15	shrub	828800
3	15	urban	35700
3	15	water	443900
3	16	crop	2040000
3	16	grass	222700
3	16	oak	2376000
3	16	pine	1054300
3	16	shrub	830100
3	16	urban	35700
3	16	water	443900
3	17	crop	2039100
3	17	grass	222400
3	17	oak	2376300
3	17	pine	1054500
3	17	shrub	830400
3	17	urban	35700
3	17	water	443900
3	18	crop	2037600
3	18	grass	222500
3	18	oak	2376500
3	18	pine	1053600
3	18	shrub	829700
3	18	urban	35700
3	18	water	443900
3	19	crop	2030000
3	19	grass	222100
3	19	oak	2370100
3	19	pine	1050900
3	19	shrub	829400
3	19	urban	35700
3	19	water	443900
3	20	crop	2037200
3	20	grass	222500
3	20	oak	2374200
3	20	pine	1052100
3	20	shrub	829000
3	20	urban	35700
3	20	water	443900
4	1	crop	2023800
4	1	grass	222600
4	1	oak	2357300
4	1	pine	1039700
4	1	shrub	826600
4	1	urban	35700
4	1	water	443900
4	2	crop	2037200
4	2	grass	222300
4	2	oak	2374200
4	2	pine	1053600
4	2	shrub	830400
4	2	urban	35700
4	2	water	443900
4	3	crop	2037300
4	3	grass	222000
4	3	oak	2373300
4	3	pine	1054100
4	3	shrub	830200
4	3	urban	35700
4	3	water	443900
4	4	crop	2038900
4	4	grass	222600
4	4	oak	2375100
4	4	pine	1054500
4	4	shrub	830300
4	4	urban	35700
4	4	water	443900
4	5	crop	2039600
4	5	grass	222600
4	5	oak	2375500
4	5	pine	1055000
4	5	shrub	830700
4	5	urban	35700
4	5	water	443900
4	6	crop	2033800
4	6	grass	221600
4	6	oak	2371200
4	6	pine	1049900
4	6	shrub	830300
4	6	urban	35700
4	6	water	443900
4	7	crop	2026700
4	7	grass	221900
4	7	oak	2368300
4	7	pine	1047600
4	7	shrub	828600
4	7	urban	35700
4	7	water	443900
4	8	crop	2031700
4	8	grass	222300
4	8	oak	2368200
4	8	pine	1046900
4	8	shrub	829200
4	8	urban	35700
4	8	water	443900
4	9	crop	2031400
4	9	grass	222100
4	9	oak	2371300
4	9	pine	1047400
4	9	shrub	828200
4	9	urban	35700
4	9	water	443900
4	10	crop	2036900
4	10	grass	222700
4	10	oak	2375500
4	10	pine	1052900
4	10	shrub	830400
4	10	urban	35700
4	10	water	443900
4	11	crop	2038900
4	11	grass	222700
4	11	oak	2376400
4	11	pine	1053500
4	11	shrub	830400
4	11	urban	35700
4	11	water	443900
4	12	crop	2037600
4	12	grass	222500
4	12	oak	2374400
4	12	pine	1053500
4	12	shrub	830200
4	12	urban	35700
4	12	water	443900
4	13	crop	2035700
4	13	grass	222500
4	13	oak	2373900
4	13	pine	1051500
4	13	shrub	829800
4	13	urban	35700
4	13	water	443900
4	14	crop	2036200
4	14	grass	222000
4	14	oak	2373500
4	14	pine	1052800
4	14	shrub	830100
4	14	urban	35700
4	14	water	443900
4	15	crop	2041800
4	15	grass	222800
4	15	oak	2376500
4	15	pine	1054900
4	15	shrub	830700
4	15	urban	35700
4	15	water	443900
4	16	crop	2019500
4	16	grass	221400
4	16	oak	2355700
4	16	pine	1033400
4	16	shrub	826900
4	16	urban	35700
4	16	water	443900
4	17	crop	2037800
4	17	grass	222700
4	17	oak	2374300
4	17	pine	1053200
4	17	shrub	829800
4	17	urban	35700
4	17	water	443900
4	18	crop	2039000
4	18	grass	222400
4	18	oak	2375700
4	18	pine	1053400
4	18	shrub	830200
4	18	urban	35700
4	18	water	443900
4	19	crop	2021200
4	19	grass	222200
4	19	oak	2372300
4	19	pine	1046700
4	19	shrub	825500
4	19	urban	35700
4	19	water	443900
4	20	crop	2029300
4	20	grass	222300
4	20	oak	2370300
4	20	pine	1047900
4	20	shrub	828600
4	20	urban	35700
4	20	water	443900
5	1	crop	2038300
5	1	grass	222100
5	1	oak	2372100
5	1	pine	1051400
5	1	shrub	829600
5	1	urban	35700
5	1	water	443900
5	2	crop	2039400
5	2	grass	222500
5	2	oak	2374300
5	2	pine	1053000
5	2	shrub	829800
5	2	urban	35700
5	2	water	443900
5	3	crop	2037900
5	3	grass	222500
5	3	oak	2373900
5	3	pine	1051800
5	3	shrub	829800
5	3	urban	35700
5	3	water	443900
5	4	crop	2038300
5	4	grass	222700
5	4	oak	2377200
5	4	pine	1053500
5	4	shrub	830100
5	4	urban	35700
5	4	water	443900
5	5	crop	2034800
5	5	grass	222700
5	5	oak	2374400
5	5	pine	1051300
5	5	shrub	829300
5	5	urban	35700
5	5	water	443900
5	6	crop	2034900
5	6	grass	222500
5	6	oak	2374100
5	6	pine	1050700
5	6	shrub	829700
5	6	urban	35700
5	6	water	443900
5	7	crop	2024300
5	7	grass	222400
5	7	oak	2372300
5	7	pine	1046100
5	7	shrub	827200
5	7	urban	35700
5	7	water	443900
5	8	crop	2040100
5	8	grass	222800
5	8	oak	2376700
5	8	pine	1052400
5	8	shrub	830400
5	8	urban	35700
5	8	water	443900
5	9	crop	2025100
5	9	grass	220400
5	9	oak	2364300
5	9	pine	1051300
5	9	shrub	830000
5	9	urban	35700
5	9	water	443900
5	10	crop	2022200
5	10	grass	222700
5	10	oak	2373000
5	10	pine	1045500
5	10	shrub	826300
5	10	urban	35700
5	10	water	443900
5	11	crop	2022000
5	11	grass	221400
5	11	oak	2364000
5	11	pine	1048300
5	11	shrub	826700
5	11	urban	35700
5	11	water	443900
5	12	crop	2026800
5	12	grass	222700
5	12	oak	2374900
5	12	pine	1049600
5	12	shrub	827100
5	12	urban	35700
5	12	water	443900
5	13	crop	2032100
5	13	grass	222400
5	13	oak	2372100
5	13	pine	1051100
5	13	shrub	828600
5	13	urban	35700
5	13	water	443900
5	14	crop	2036800
5	14	grass	222300
5	14	oak	2373700
5	14	pine	1052300
5	14	shrub	829700
5	14	urban	35700
5	14	water	443900
5	15	crop	2034900
5	15	grass	221800
5	15	oak	2370000
5	15	pine	1050900
5	15	shrub	829700
5	15	urban	35700
5	15	water	443900
5	16	crop	2034500
5	16	grass	222600
5	16	oak	2373500
5	16	pine	1051000
5	16	shrub	829200
5	16	urban	35700
5	16	water	443900
5	17	crop	2041400
5	17	grass	222800
5	17	oak	2377000
5	17	pine	1054500
5	17	shrub	830700
5	17	urban	35700
5	17	water	443900
5	18	crop	2036300
5	18	grass	222400
5	18	oak	2374300
5	18	pine	1053700
5	18	shrub	830300
5	18	urban	35700
5	18	water	443900
5	19	crop	2029000
5	19	grass	222000
5	19	oak	2369900
5	19	pine	1045700
5	19	shrub	828300
5	19	urban	35700
5	19	water	443900
5	20	crop	2035300
5	20	grass	222300
5	20	oak	2372900
5	20	pine	1052700
5	20	shrub	830200
5	20	urban	35700
5	20	water	443900
6	1	crop	2037000
6	1	grass	222500
6	1	oak	2376000
6	1	pine	1052700
6	1	shrub	830100
6	1	urban	35700
6	1	water	443900
6	2	crop	2040800
6	2	grass	222700
6	2	oak	2376600
6	2	pine	1053500
6	2	shrub	830100
6	2	urban	35700
6	2	water	443900
6	3	crop	2039100
6	3	grass	222500
6	3	oak	2375500
6	3	pine	1054100
6	3	shrub	830500
6	3	urban	35700
6	3	water	443900
6	4	crop	2034100
6	4	grass	222500
6	4	oak	2373000
6	4	pine	1051200
6	4	shrub	830000
6	4	urban	35700
6	4	water	443900
6	5	crop	2038500
6	5	grass	222600
6	5	oak	2375400
6	5	pine	1054100
6	5	shrub	830400
6	5	urban	35700
6	5	water	443900
6	6	crop	2038700
6	6	grass	222500
6	6	oak	2374300
6	6	pine	1054100
6	6	shrub	830400
6	6	urban	35700
6	6	water	443900
6	7	crop	2037800
6	7	grass	222600
6	7	oak	2375000
6	7	pine	1051600
6	7	shrub	829800
6	7	urban	35700
6	7	water	443900
6	8	crop	2017000
6	8	grass	221000
6	8	oak	2360600
6	8	pine	1043300
6	8	shrub	827100
6	8	urban	35700
6	8	water	443900
6	9	crop	2034000
6	9	grass	222000
6	9	oak	2373500
6	9	pine	1051300
6	9	shrub	829700
6	9	urban	35700
6	9	water	443900
6	10	crop	2038200
6	10	grass	222200
6	10	oak	2375100
6	10	pine	1053300
6	10	shrub	830100
6	10	urban	35700
6	10	water	443900
6	11	crop	2037700
6	11	grass	222700
6	11	oak	2375800
6	11	pine	1052000
6	11	shrub	829700
6	11	urban	35700
6	11	water	443900
6	12	crop	2017000
6	12	grass	221700
6	12	oak	2352500
6	12	pine	1034400
6	12	shrub	826600
6	12	urban	35700
6	12	water	443900
6	13	crop	2033700
6	13	grass	222100
6	13	oak	2369800
6	13	pine	1049500
6	13	shrub	829300
6	13	urban	35700
6	13	water	443900
6	14	crop	2037200
6	14	grass	222800
6	14	oak	2376200
6	14	pine	1053000
6	14	shrub	830100
6	14	urban	35700
6	14	water	443900
6	15	crop	2039100
6	15	grass	222500
6	15	oak	2376400
6	15	pine	1054100
6	15	shrub	830300
6	15	urban	35700
6	15	water	443900
6	16	crop	2034900
6	16	grass	222200
6	16	oak	2373200
6	16	pine	1051800
6	16	shrub	828900
6	16	urban	35700
6	16	water	443900
6	17	crop	2037600
6	17	grass	222300
6	17	oak	2374500
6	17	pine	1052600
6	17	shrub	830000
6	17	urban	35700
6	17	water	443900
6	18	crop	2039200
6	18	grass	222800
6	18	oak	2376000
6	18	pine	1053800
6	18	shrub	829600
6	18	urban	35700
6	18	water	443900
6	19	crop	2033900
6	19	grass	221800
6	19	oak	2374100
6	19	pine	1052300
6	19	shrub	829700
6	19	urban	35700
6	19	water	443900
6	20	crop	2037000
6	20	grass	222300
6	20	oak	2375600
6	20	pine	1052500
6	20	shrub	830000
6	20	urban	35700
6	20	water	443900
7	1	crop	2040700
7	1	grass	222600
7	1	oak	2376100
7	1	pine	1053500
7	1	shrub	830300
7	1	urban	35700
7	1	water	443900
7	2	crop	2039500
7	2	grass	222800
7	2	oak	2375700
7	2	pine	1053700
7	2	shrub	830400
7	2	urban	35700
7	2	water	443900
7	3	crop	2036200
7	3	grass	222000
7	3	oak	2372800
7	3	pine	1052000
7	3	shrub	830200
7	3	urban	35700
7	3	water	443900
7	4	crop	2018500
7	4	grass	221900
7	4	oak	2358000
7	4	pine	1033300
7	4	shrub	826400
7	4	urban	35700
7	4	water	443900
7	5	crop	2024000
7	5	grass	222100
7	5	oak	2365800
7	5	pine	1043800
7	5	shrub	829300
7	5	urban	35700
7	5	water	443900
7	6	crop	2023200
7	6	grass	222200
7	6	oak	2371000
7	6	pine	1046700
7	6	shrub	827300
7	6	urban	35700
7	6	water	443900
7	7	crop	2028400
7	7	grass	222200
7	7	oak	2367800
7	7	pine	1046500
7	7	shrub	828500
7	7	urban	35700
7	7	water	443900
7	8	crop	2032800
7	8	grass	222600
7	8	oak	2370000
7	8	pine	1047000
7	8	shrub	828800
7	8	urban	35700
7	8	water	443900
7	9	crop	2036200
7	9	grass	222700
7	9	oak	2374500
7	9	pine	1052800
7	9	shrub	830000
7	9	urban	35700
7	9	water	443900
7	10	crop	2036800
7	10	grass	222600
7	10	oak	2373600
7	10	pine	1052700
7	10	shrub	829900
7	10	urban	35700
7	10	water	443900
7	11	crop	2023600
7	11	grass	221100
7	11	oak	2358000
7	11	pine	1034700
7	11	shrub	826600
7	11	urban	35700
7	11	water	443900
7	12	crop	2034400
7	12	grass	222500
7	12	oak	2373800
7	12	pine	1050500
7	12	shrub	829200
7	12	urban	35700
7	12	water	443900
7	13	crop	2033500
7	13	grass	222400
7	13	oak	2374700
7	13	pine	1052200
7	13	shrub	829500
7	13	urban	35700
7	13	water	443900
7	14	crop	2026300
7	14	grass	221700
7	14	oak	2364500
7	14	pine	1044900
7	14	shrub	828500
7	14	urban	35700
7	14	water	443900
7	15	crop	2025800
7	15	grass	221300
7	15	oak	2366500
7	15	pine	1050700
7	15	shrub	829700
7	15	urban	35700
7	15	water	443900
7	16	crop	2030300
7	16	grass	222500
7	16	oak	2375200
7	16	pine	1048500
7	16	shrub	828900
7	16	urban	35700
7	16	water	443900
7	17	crop	2017700
7	17	grass	222000
7	17	oak	2365600
7	17	pine	1042500
7	17	shrub	826800
7	17	urban	35700
7	17	water	443900
7	18	crop	2033500
7	18	grass	222500
7	18	oak	2373800
7	18	pine	1051700
7	18	shrub	828800
7	18	urban	35700
7	18	water	443900
7	19	crop	2040600
7	19	grass	222700
7	19	oak	2376500
7	19	pine	1054900
7	19	shrub	830700
7	19	urban	35700
7	19	water	443900
7	20	crop	2034800
7	20	grass	222300
7	20	oak	2373200
7	20	pine	1051800
7	20	shrub	830300
7	20	urban	35700
7	20	water	443900
8	1	crop	2034700
8	1	grass	222500
8	1	oak	2370400
8	1	pine	1049000
8	1	shrub	829200
8	1	urban	35700
8	1	water	443900
8	2	crop	2034800
8	2	grass	222400
8	2	oak	2374900
8	2	pine	1050700
8	2	shrub	828800
8	2	urban	35700
8	2	water	443900
8	3	crop	2033300
8	3	grass	221500
8	3	oak	2371100
8	3	pine	1051100
8	3	shrub	829700
8	3	urban	35700
8	3	water	443900
8	4	crop	2037800
8	4	grass	222200
8	4	oak	2374000
8	4	pine	1053400
8	4	shrub	830700
8	4	urban	35700
8	4	water	443900
8	5	crop	2040600
8	5	grass	222800
8	5	oak	2376400
8	5	pine	1054500
8	5	shrub	830400
8	5	urban	35700
8	5	water	443900
8	6	crop	2014900
8	6	grass	221200
8	6	oak	2351800
8	6	pine	1030900
8	6	shrub	825500
8	6	urban	35700
8	6	water	443900
8	7	crop	2040100
8	7	grass	222800
8	7	oak	2374900
8	7	pine	1053800
8	7	shrub	830300
8	7	urban	35700
8	7	water	443900
8	8	crop	2035300
8	8	grass	222400
8	8	oak	2370500
8	8	pine	1050000
8	8	shrub	829000
8	8	urban	35700
8	8	water	443900
8	9	crop	2038100
8	9	grass	222600
8	9	oak	2374700
8	9	pine	1053600
8	9	shrub	830000
8	9	urban	35700
8	9	water	443900
8	10	crop	2033200
8	10	grass	222400
8	10	oak	2371400
8	10	pine	1050300
8	10	shrub	829400
8	10	urban	35700
8	10	water	443900
8	11	crop	2040600
8	11	grass	222800
8	11	oak	2376300
8	11	pine	1053800
8	11	shrub	830500
8	11	urban	35700
8	11	water	443900
8	12	crop	2035100
8	12	grass	222700
8	12	oak	2371000
8	12	pine	1048300
8	12	shrub	828800
8	12	urban	35700
8	12	water	443900
8	13	crop	2040400
8	13	grass	222700
8	13	oak	2375600
8	13	pine	1053600
8	13	shrub	830500
8	13	urban	35700
8	13	water	443900
8	14	crop	2035200
8	14	grass	222600
8	14	oak	2373600
8	14	pine	1050800
8	14	shrub	830000
8	14	urban	35700
8	14	water	443900
8	15	crop	2034700
8	15	grass	222400
8	15	oak	2370400
8	15	pine	1047200
8	15	shrub	829300
8	15	urban	35700
8	15	water	443900
8	16	crop	2025200
8	16	grass	222600
8	16	oak	2370500
8	16	pine	1045800
8	16	shrub	827400
8	16	urban	35700
8	16	water	443900
8	17	crop	2019200
8	17	grass	222600
8	17	oak	2372100
8	17	pine	1042200
8	17	shrub	826200
8	17	urban	35700
8	17	water	443900
8	18	crop	2036600
8	18	grass	222400
8	18	oak	2371700
8	18	pine	1051900
8	18	shrub	830200
8	18	urban	35700
8	18	water	443900
8	19	crop	2033200
8	19	grass	222100
8	19	oak	2372600
8	19	pine	1051200
8	19	shrub	829300
8	19	urban	35700
8	19	water	443900
8	20	crop	2018800
8	20	grass	221700
8	20	oak	2352800
8	20	pine	1035000
8	20	shrub	825700
8	20	urban	35700
8	20	water	443900
9	1	crop	2034100
9	1	grass	222300
9	1	oak	2371300
9	1	pine	1049700
9	1	shrub	830000
9	1	urban	35700
9	1	water	443900
9	2	crop	2024100
9	2	grass	222000
9	2	oak	2370700
9	2	pine	1047600
9	2	shrub	828500
9	2	urban	35700
9	2	water	443900
9	3	crop	2041000
9	3	grass	222700
9	3	oak	2377200
9	3	pine	1054600
9	3	shrub	830500
9	3	urban	35700
9	3	water	443900
9	4	crop	2039700
9	4	grass	222700
9	4	oak	2376300
9	4	pine	1053600
9	4	shrub	830800
9	4	urban	35700
9	4	water	443900
9	5	crop	2036500
9	5	grass	222500
9	5	oak	2371900
9	5	pine	1052800
9	5	shrub	829300
9	5	urban	35700
9	5	water	443900
9	6	crop	2039600
9	6	grass	222300
9	6	oak	2376000
9	6	pine	1054600
9	6	shrub	830500
9	6	urban	35700
9	6	water	443900
9	7	crop	2033600
9	7	grass	222300
9	7	oak	2373900
9	7	pine	1050900
9	7	shrub	829300
9	7	urban	35700
9	7	water	443900
9	8	crop	2037800
9	8	grass	222700
9	8	oak	2375000
9	8	pine	1051400
9	8	shrub	829600
9	8	urban	35700
9	8	water	443900
9	9	crop	2033900
9	9	grass	222500
9	9	oak	2375000
9	9	pine	1051800
9	9	shrub	829200
9	9	urban	35700
9	9	water	443900
9	10	crop	2037300
9	10	grass	222500
9	10	oak	2374700
9	10	pine	1053100
9	10	shrub	829400
9	10	urban	35700
9	10	water	443900
9	11	crop	2036700
9	11	grass	222200
9	11	oak	2375300
9	11	pine	1052700
9	11	shrub	830400
9	11	urban	35700
9	11	water	443900
9	12	crop	2036100
9	12	grass	222800
9	12	oak	2375700
9	12	pine	1052400
9	12	shrub	828900
9	12	urban	35700
9	12	water	443900
9	13	crop	2036700
9	13	grass	222300
9	13	oak	2371400
9	13	pine	1052400
9	13	shrub	829400
9	13	urban	35700
9	13	water	443900
9	14	crop	2035400
9	14	grass	221700
9	14	oak	2371800
9	14	pine	1051500
9	14	shrub	829900
9	14	urban	35700
9	14	water	443900
9	15	crop	2035100
9	15	grass	222300
9	15	oak	2372100
9	15	pine	1050400
9	15	shrub	829500
9	15	urban	35700
9	15	water	443900
9	16	crop	2040700
9	16	grass	222300
9	16	oak	2374900
9	16	pine	1054200
9	16	shrub	830600
9	16	urban	35700
9	16	water	443900
9	17	crop	2036600
9	17	grass	222300
9	17	oak	2374300
9	17	pine	1052400
9	17	shrub	829800
9	17	urban	35700
9	17	water	443900
9	18	crop	2038000
9	18	grass	222000
9	18	oak	2374000
9	18	pine	1053000
9	18	shrub	830000
9	18	urban	35700
9	18	water	443900
9	19	crop	2032300
9	19	grass	222200
9	19	oak	2367400
9	19	pine	1046400
9	19	shrub	828400
9	19	urban	35700
9	19	water	443900
9	20	crop	2040300
9	20	grass	222600
9	20	oak	2375800
9	20	pine	1053700
9	20	shrub	830600
9	20	urban	35700
9	20	water	443900
10	1	crop	2039100
10	1	grass	222400
10	1	oak	2375900
10	1	pine	1054300
10	1	shrub	830600
10	1	urban	35700
10	1	water	443900
10	2	crop	2021900
10	2	grass	222100
10	2	oak	2369300
10	2	pine	1043400
10	2	shrub	827100
10	2	urban	35700
10	2	water	443900
10	3	crop	2041400
10	3	grass	222800
10	3	oak	2376900
10	3	pine	1054600
10	3	shrub	830400
10	3	urban	35700
10	3	water	443900
10	4	crop	2039300
10	4	grass	222500
10	4	oak	2376100
10	4	pine	1053300
10	4	shrub	830300
10	4	urban	35700
10	4	water	443900
10	5	crop	2039400
10	5	grass	222700
10	5	oak	2375500
10	5	pine	1052700
10	5	shrub	830800
10	5	urban	35700
10	5	water	443900
10	6	crop	2037700
10	6	grass	222300
10	6	oak	2373800
10	6	pine	1052100
10	6	shrub	829600
10	6	urban	35700
10	6	water	443900
10	7	crop	2019700
10	7	grass	220800
10	7	oak	2362600
10	7	pine	1048100
10	7	shrub	827800
10	7	urban	35700
10	7	water	443900
10	8	crop	2017900
10	8	grass	222000
10	8	oak	2369200
10	8	pine	1039200
10	8	shrub	826500
10	8	urban	35700
10	8	water	443900
10	9	crop	2036400
10	9	grass	222400
10	9	oak	2374100
10	9	pine	1052600
10	9	shrub	829700
10	9	urban	35700
10	9	water	443900
10	10	crop	2036500
10	10	grass	222200
10	10	oak	2372800
10	10	pine	1050100
10	10	shrub	829900
10	10	urban	35700
10	10	water	443900
10	11	crop	2038500
10	11	grass	222400
10	11	oak	2373900
10	11	pine	1052900
10	11	shrub	830300
10	11	urban	35700
10	11	water	443900
10	12	crop	2041700
10	12	grass	222800
10	12	oak	2376700
