run	year	lct	area
3	20	shrub	829500
3	20	urban	35700
3	20	water	443900
4	1	crop	2009200
4	1	grass	219300
4	1	oak	2337200
4	1	pine	1011600
4	1	shrub	821600
4	1	urban	35700
4	1	water	443900
4	2	crop	2032900
4	2	grass	222000
4	2	oak	2364700
4	2	pine	1043800
4	2	shrub	828100
4	2	urban	35700
4	2	water	443900
4	3	crop	2038600
4	3	grass	222800
4	3	oak	2374900
4	3	pine	1053300
4	3	shrub	830300
4	3	urban	35700
4	3	water	443900
4	4	crop	2039000
4	4	grass	222200
4	4	oak	2376600
4	4	pine	1053100
4	4	shrub	830200
4	4	urban	35700
4	4	water	443900
4	5	crop	2021600
4	5	grass	219900
4	5	oak	2353000
4	5	pine	1039800
4	5	shrub	827100
4	5	urban	35700
4	5	water	443900
4	6	crop	1989300
4	6	grass	216300
4	6	oak	2319700
4	6	pine	1007100
4	6	shrub	818900
4	6	urban	35700
4	6	water	443900
4	7	crop	2030500
4	7	grass	222400
4	7	oak	2368000
4	7	pine	1041900
4	7	shrub	827300
4	7	urban	35700
4	7	water	443900
4	8	crop	2026400
4	8	grass	220900
4	8	oak	2371500
4	8	pine	1046000
4	8	shrub	825300
4	8	urban	35700
4	8	water	443900
4	9	crop	2032600
4	9	grass	221000
4	9	oak	2369800
4	9	pine	1046400
4	9	shrub	828500
4	9	urban	35700
4	9	water	443900
4	10	crop	2009400
4	10	grass	221200
4	10	oak	2352100
4	10	pine	1027700
4	10	shrub	823700
4	10	urban	35700
4	10	water	443900
4	11	crop	2016800
4	11	grass	218100
4	11	oak	2353500
4	11	pine	1035400
4	11	shrub	825800
4	11	urban	35700
4	11	water	443900
4	12	crop	2039100
4	12	grass	222500
4	12	oak	2375500
4	12	pine	1053400
4	12	shrub	830200
4	12	urban	35700
4	12	water	443900
4	13	crop	2035800
4	13	grass	222500
4	13	oak	2374700
4	13	pine	1052100
4	13	shrub	829600
4	13	urban	35700
4	13	water	443900
4	14	crop	2024700
4	14	grass	222200
4	14	oak	2369500
4	14	pine	1040900
4	14	shrub	826100
4	14	urban	35700
4	14	water	443900
4	15	crop	2035600
4	15	grass	221800
4	15	oak	2368700
4	15	pine	1049400
4	15	shrub	829600
4	15	urban	35700
4	15	water	443900
4	16	crop	2038300
4	16	grass	222200
4	16	oak	2373200
4	16	pine	1051500
4	16	shrub	829600
4	16	urban	35700
4	16	water	443900
4	17	crop	2008700
4	17	grass	218100
4	17	oak	2345500
4	17	pine	1024900
4	17	shrub	825000
4	17	urban	35700
4	17	water	443900
4	18	crop	1983100
4	18	grass	219200
4	18	oak	2326300
4	18	pine	991900
4	18	shrub	817300
4	18	urban	35700
4	18	water	443900
4	19	crop	2039400
4	19	grass	222800
4	19	oak	2373200
4	19	pine	1053200
4	19	shrub	830500
4	19	urban	35700
4	19	water	443900
4	20	crop	2036500
4	20	grass	221900
4	20	oak	2369700
4	20	pine	1046600
4	20	shrub	829900
4	20	urban	35700
4	20	water	443900
5	1	crop	2038100
5	1	grass	222100
5	1	oak	2372700
5	1	pine	1048600
5	1	shrub	829900
5	1	urban	35700
5	1	water	443900
5	2	crop	2031800
5	2	grass	222300
5	2	oak	2367700
5	2	pine	1045800
5	2	shrub	828700
5	2	urban	35700
5	2	water	443900
5	3	crop	2031200
5	3	grass	222200
5	3	oak	2369800
5	3	pine	1050400
5	3	shrub	829200
5	3	urban	35700
5	3	water	443900
5	4	crop	2037500
5	4	grass	221900
5	4	oak	2374300
5	4	pine	1054000
5	4	shrub	830400
5	4	urban	35700
5	4	water	443900
5	5	crop	2037500
5	5	grass	222700
5	5	oak	2371100
5	5	pine	1048300
5	5	shrub	828900
5	5	urban	35700
5	5	water	443900
5	6	crop	2035000
5	6	grass	221700
5	6	oak	2372700
5	6	pine	1049400
5	6	shrub	829200
5	6	urban	35700
5	6	water	443900
5	7	crop	2038900
5	7	grass	222600
5	7	oak	2375500
5	7	pine	1053200
5	7	shrub	830100
5	7	urban	35700
5	7	water	443900
5	8	crop	2034700
5	8	grass	222600
5	8	oak	2369200
5	8	pine	1045400
5	8	shrub	828900
5	8	urban	35700
5	8	water	443900
5	9	crop	2028800
5	9	grass	221600
5	9	oak	2362200
5	9	pine	1041800
5	9	shrub	827500
5	9	urban	35700
5	9	water	443900
5	10	crop	2032100
5	10	grass	221800
5	10	oak	2370600
5	10	pine	1044100
5	10	shrub	827300
5	10	urban	35700
5	10	water	443900
5	11	crop	2030200
5	11	grass	221600
5	11	oak	2362300
5	11	pine	1039300
5	11	shrub	828100
5	11	urban	35700
5	11	water	443900
5	12	crop	2040700
5	12	grass	222100
5	12	oak	2376200
5	12	pine	1054700
5	12	shrub	830500
5	12	urban	35700
5	12	water	443900
5	13	crop	2016400
5	13	grass	218000
5	13	oak	2362100
5	13	pine	1045700
5	13	shrub	827100
5	13	urban	35700
5	13	water	443900
5	14	crop	2039400
5	14	grass	222600
5	14	oak	2372000
5	14	pine	1052400
5	14	shrub	830300
5	14	urban	35700
5	14	water	443900
5	15	crop	2015300
5	15	grass	220400
5	15	oak	2351400
5	15	pine	1029100
5	15	shrub	825600
5	15	urban	35700
5	15	water	443900
5	16	crop	2040300
5	16	grass	222700
5	16	oak	2375100
5	16	pine	1051400
5	16	shrub	829900
5	16	urban	35700
5	16	water	443900
5	17	crop	2036400
5	17	grass	222500
5	17	oak	2374500
5	17	pine	1050500
5	17	shrub	828400
5	17	urban	35700
5	17	water	443900
5	18	crop	2036300
5	18	grass	222300
5	18	oak	2373500
5	18	pine	1051900
5	18	shrub	829700
5	18	urban	35700
5	18	water	443900
5	19	crop	2014000
5	19	grass	221200
5	19	oak	2367000
5	19	pine	1036000
5	19	shrub	822400
5	19	urban	35700
5	19	water	443900
5	20	crop	2012100
5	20	grass	218200
5	20	oak	2357200
5	20	pine	1040500
5	20	shrub	825000
5	20	urban	35700
5	20	water	443900
6	1	crop	2016300
6	1	grass	219300
6	1	oak	2348600
6	1	pine	1030900
6	1	shrub	825800
6	1	urban	35700
6	1	water	443900
6	2	crop	2027300
6	2	grass	222300
6	2	oak	2366700
6	2	pine	1042500
6	2	shrub	827900
6	2	urban	35700
6	2	water	443900
6	3	crop	2035300
6	3	grass	222400
6	3	oak	2368700
6	3	pine	1045600
6	3	shrub	828500
6	3	urban	35700
6	3	water	443900
6	4	crop	2033100
6	4	grass	221500
6	4	oak	2372700
6	4	pine	1049700
6	4	shrub	829200
6	4	urban	35700
6	4	water	443900
6	5	crop	2009900
6	5	grass	219700
6	5	oak	2340100
6	5	pine	1014200
6	5	shrub	822000
6	5	urban	35700
6	5	water	443900
6	6	crop	2014300
6	6	grass	219200
6	6	oak	2339000
6	6	pine	1017500
6	6	shrub	825600
6	6	urban	35700
6	6	water	443900
6	7	crop	2036600
6	7	grass	221700
6	7	oak	2373000
6	7	pine	1051200
6	7	shrub	830100
6	7	urban	35700
6	7	water	443900
6	8	crop	2033100
6	8	grass	222400
6	8	oak	2371800
6	8	pine	1050300
6	8	shrub	829600
6	8	urban	35700
6	8	water	443900
6	9	crop	2038500
6	9	grass	222200
6	9	oak	2374500
6	9	pine	1054200
6	9	shrub	829600
6	9	urban	35700
6	9	water	443900
6	10	crop	2040100
6	10	grass	222800
6	10	oak	2376300
6	10	pine	1054000
6	10	shrub	830000
6	10	urban	35700
6	10	water	443900
6	11	crop	2034300
6	11	grass	220600
6	11	oak	2370900
6	11	pine	1052100
6	11	shrub	828300
6	11	urban	35700
6	11	water	443900
6	12	crop	2038400
6	12	grass	222000
6	12	oak	2374100
6	12	pine	1052000
6	12	shrub	829800
6	12	urban	35700
6	12	water	443900
6	13	crop	2032000
6	13	grass	222500
6	13	oak	2371200
6	13	pine	1050900
6	13	shrub	828800
6	13	urban	35700
6	13	water	443900
6	14	crop	2029300
6	14	grass	221800
6	14	oak	2370000
6	14	pine	1047300
6	14	shrub	828500
6	14	urban	35700
6	14	water	443900
6	15	crop	2031600
6	15	grass	221900
6	15	oak	2371000
6	15	pine	1050800
6	15	shrub	829600
6	15	urban	35700
6	15	water	443900
6	16	crop	2039200
6	16	grass	220400
6	16	oak	2374400
6	16	pine	1052500
6	16	shrub	830200
6	16	urban	35700
6	16	water	443900
6	17	crop	2012600
6	17	grass	220700
6	17	oak	2367400
6	17	pine	1035600
6	17	shrub	823200
6	17	urban	35700
6	17	water	443900
6	18	crop	2040900
6	18	grass	222800
6	18	oak	2376700
6	18	pine	1054200
6	18	shrub	830600
6	18	urban	35700
6	18	water	443900
6	19	crop	2037200
6	19	grass	221800
6	19	oak	2373400
6	19	pine	1051700
6	19	shrub	829900
6	19	urban	35700
6	19	water	443900
6	20	crop	2025600
6	20	grass	222200
6	20	oak	2368500
6	20	pine	1041200
6	20	shrub	825600
6	20	urban	35700
6	20	water	443900
7	1	crop	2041400
7	1	grass	222700
7	1	oak	2375500
7	1	pine	1053400
7	1	shrub	830300
7	1	urban	35700
7	1	water	443900
7	2	crop	2034100
7	2	grass	222300
7	2	oak	2373600
7	2	pine	1049100
7	2	shrub	829000
7	2	urban	35700
7	2	water	443900
7	3	crop	2027400
7	3	grass	221300
7	3	oak	2358600
7	3	pine	1036000
7	3	shrub	826600
7	3	urban	35700
7	3	water	443900
7	4	crop	2039600
7	4	grass	222400
7	4	oak	2374900
7	4	pine	1050800
7	4	shrub	829700
7	4	urban	35700
7	4	water	443900
7	5	crop	2024100
7	5	grass	221100
7	5	oak	2356700
7	5	pine	1035500
7	5	shrub	825400
7	5	urban	35700
7	5	water	443900
7	6	crop	2040000
7	6	grass	222600
7	6	oak	2372700
7	6	pine	1051800
7	6	shrub	829700
7	6	urban	35700
7	6	water	443900
7	7	crop	2034000
7	7	grass	221800
7	7	oak	2368300
7	7	pine	1044900
7	7	shrub	828500
7	7	urban	35700
7	7	water	443900
7	8	crop	2039900
7	8	grass	222500
7	8	oak	2376000
7	8	pine	1052900
7	8	shrub	830100
7	8	urban	35700
7	8	water	443900
7	9	crop	2031500
7	9	grass	222300
7	9	oak	2367700
7	9	pine	1042500
7	9	shrub	828800
7	9	urban	35700
7	9	water	443900
7	10	crop	2026200
7	10	grass	221800
7	10	oak	2360500
7	10	pine	1040200
7	10	shrub	829200
7	10	urban	35700
7	10	water	443900
7	11	crop	2033600
7	11	grass	222700
7	11	oak	2368300
7	11	pine	1048000
7	11	shrub	828600
7	11	urban	35700
7	11	water	443900
7	12	crop	2026200
7	12	grass	220500
7	12	oak	2360300
7	12	pine	1040100
7	12	shrub	827100
7	12	urban	35700
7	12	water	443900
7	13	crop	2035300
7	13	grass	222200
7	13	oak	2370800
7	13	pine	1050700
7	13	shrub	830100
7	13	urban	35700
7	13	water	443900
7	14	crop	2036600
7	14	grass	221500
7	14	oak	2370100
7	14	pine	1050600
7	14	shrub	829400
7	14	urban	35700
7	14	water	443900
7	15	crop	2026200
7	15	grass	220600
7	15	oak	2351500
7	15	pine	1031400
7	15	shrub	827000
7	15	urban	35700
7	15	water	443900
7	16	crop	2026100
7	16	grass	221800
7	16	oak	2360200
7	16	pine	1037500
7	16	shrub	826400
7	16	urban	35700
7	16	water	443900
7	17	crop	2038900
7	17	grass	221600
7	17	oak	2374600
7	17	pine	1052900
7	17	shrub	830000
7	17	urban	35700
7	17	water	443900
7	18	crop	2034400
7	18	grass	221500
7	18	oak	2366000
7	18	pine	1047300
7	18	shrub	828300
7	18	urban	35700
7	18	water	443900
7	19	crop	2030600
7	19	grass	221600
7	19	oak	2372400
7	19	pine	1049000
7	19	shrub	828200
7	19	urban	35700
7	19	water	443900
7	20	crop	2027100
7	20	grass	222100
7	20	oak	2369400
7	20	pine	1045300
7	20	shrub	828100
7	20	urban	35700
7	20	water	443900
8	1	crop	2040200
8	1	grass	222200
8	1	oak	2375600
8	1	pine	1052500
8	1	shrub	830200
8	1	urban	35700
8	1	water	443900
8	2	crop	2027500
8	2	grass	220500
8	2	oak	2365500
8	2	pine	1041800
8	2	shrub	827500
8	2	urban	35700
8	2	water	443900
8	3	crop	2037700
8	3	grass	222800
8	3	oak	2373400
8	3	pine	1050000
8	3	shrub	829400
8	3	urban	35700
8	3	water	443900
8	4	crop	2017900
8	4	grass	221500
8	4	oak	2357800
8	4	pine	1028200
8	4	shrub	824500
8	4	urban	35700
8	4	water	443900
8	5	crop	2026200
8	5	grass	220600
8	5	oak	2366900
8	5	pine	1045800
8	5	shrub	828200
8	5	urban	35700
8	5	water	443900
8	6	crop	2033200
8	6	grass	222200
8	6	oak	2366900
8	6	pine	1042900
8	6	shrub	828200
8	6	urban	35700
8	6	water	443900
8	7	crop	2034800
8	7	grass	222400
8	7	oak	2372900
8	7	pine	1048900
8	7	shrub	830000
8	7	urban	35700
8	7	water	443900
8	8	crop	2023300
8	8	grass	222700
8	8	oak	2353100
8	8	pine	1028400
8	8	shrub	827800
8	8	urban	35700
8	8	water	443900
8	9	crop	2037900
8	9	grass	222600
8	9	oak	2373800
8	9	pine	1050300
8	9	shrub	830100
8	9	urban	35700
8	9	water	443900
8	10	crop	1994100
8	10	grass	217600
8	10	oak	2336800
8	10	pine	1006100
8	10	shrub	820100
8	10	urban	35700
8	10	water	443900
8	11	crop	2036500
8	11	grass	222500
8	11	oak	2373600
8	11	pine	1050200
8	11	shrub	829100
8	11	urban	35700
8	11	water	443900
8	12	crop	2020300
8	12	grass	220900
8	12	oak	2354500
8	12	pine	1029700
8	12	shrub	826200
8	12	urban	35700
8	12	water	443900
8	13	crop	2039400
8	13	grass	222800
8	13	oak	2374100
8	13	pine	1050800
8	13	shrub	829700
8	13	urban	35700
8	13	water	443900
8	14	crop	2038600
8	14	grass	222500
8	14	oak	2375600
8	14	pine	1051900
8	14	shrub	830100
8	14	urban	35700
8	14	water	443900
8	15	crop	2036700
8	15	grass	221800
8	15	oak	2374700
8	15	pine	1051900
8	15	shrub	829600
8	15	urban	35700
8	15	water	443900
8	16	crop	2032800
8	16	grass	221400
8	16	oak	2369800
8	16	pine	1051800
8	16	shrub	829200
8	16	urban	35700
8	16	water	443900
8	17	crop	2036200
8	17	grass	222000
8	17	oak	2373000
8	17	pine	1052100
8	17	shrub	830100
8	17	urban	35700
8	17	water	443900
8	18	crop	2031000
8	18	grass	221700
8	18	oak	2368000
8	18	pine	1047100
8	18	shrub	828700
8	18	urban	35700
8	18	water	443900
8	19	crop	2006900
8	19	grass	220400
8	19	oak	2335700
8	19	pine	1016700
8	19	shrub	822300
8	19	urban	35700
8	19	water	443900
8	20	crop	2009600
8	20	grass	219000
8	20	oak	2349000
8	20	pine	1032800
8	20	shrub	826300
8	20	urban	35700
8	20	water	443900
9	1	crop	2034800
9	1	grass	221200
9	1	oak	2371500
9	1	pine	1049100
9	1	shrub	828300
9	1	urban	35700
9	1	water	443900
9	2	crop	2039400
9	2	grass	222300
9	2	oak	2375100
9	2	pine	1052900
9	2	shrub	830400
9	2	urban	35700
9	2	water	443900
9	3	crop	2034600
9	3	grass	221300
9	3	oak	2372000
9	3	pine	1051900
9	3	shrub	829900
9	3	urban	35700
9	3	water	443900
9	4	crop	2024700
9	4	grass	222700
9	4	oak	2373200
9	4	pine	1043200
9	4	shrub	825100
9	4	urban	35700
9	4	water	443900
9	5	crop	2029600
9	5	grass	222400
9	5	oak	2367600
9	5	pine	1043500
9	5	shrub	828500
9	5	urban	35700
9	5	water	443900
9	6	crop	2031500
9	6	grass	222100
9	6	oak	2367500
9	6	pine	1047300
9	6	shrub	827500
9	6	urban	35700
9	6	water	443900
9	7	crop	2020100
9	7	grass	222700
9	7	oak	2372500
9	7	pine	1042600
9	7	shrub	825800
9	7	urban	35700
9	7	water	443900
9	8	crop	2040200
9	8	grass	222300
9	8	oak	2372900
9	8	pine	1052800
9	8	shrub	829900
9	8	urban	35700
9	8	water	443900
9	9	crop	2034200
9	9	grass	222400
9	9	oak	2375300
9	9	pine	1049100
9	9	shrub	828400
9	9	urban	35700
9	9	water	443900
9	10	crop	2037500
9	10	grass	222600
9	10	oak	2375700
9	10	pine	1051400
9	10	shrub	830000
9	10	urban	35700
9	10	water	443900
9	11	crop	2035500
9	11	grass	222200
9	11	oak	2373800
9	11	pine	1047200
9	11	shrub	828500
9	11	urban	35700
9	11	water	443900
9	12	crop	2030700
9	12	grass	222200
9	12	oak	2363600
9	12	pine	1039600
9	12	shrub	828100
9	12	urban	35700
9	12	water	443900
9	13	crop	2011900
9	13	grass	218200
9	13	oak	2356200
9	13	pine	1042700
9	13	shrub	827300
9	13	urban	35700
9	13	water	443900
9	14	crop	2035500
9	14	grass	222600
9	14	oak	2372000
9	14	pine	1045600
9	14	shrub	828600
9	14	urban	35700
9	14	water	443900
9	15	crop	2035400
9	15	grass	222500
9	15	oak	2375800
9	15	pine	1047700
9	15	shrub	829200
9	15	urban	35700
9	15	water	443900
9	16	crop	1999200
9	16	grass	220200
9	16	oak	2335700
9	16	pine	1009400
9	16	shrub	819300
9	16	urban	35700
9	16	water	443900
9	17	crop	2041300
9	17	grass	222500
9	17	oak	2374600
9	17	pine	1053700
9	17	shrub	830300
9	17	urban	35700
9	17	water	443900
9	18	crop	2016100
9	18	grass	221500
9	18	oak	2352300
9	18	pine	1027100
9	18	shrub	824700
9	18	urban	35700
9	18	water	443900
9	19	crop	2038900
9	19	grass	222700
9	19	oak	2376100
9	19	pine	1050400
9	19	shrub	829800
9	19	urban	35700
9	19	water	443900
9	20	crop	2029500
9	20	grass	221100
9	20	oak	2368300
9	20	pine	1048700
9	20	shrub	828200
9	20	urban	35700
9	20	water	443900
10	1	crop	2036900
10	1	grass	222600
10	1	oak	2373700
10	1	pine	1052300
10	1	shrub	830000
10	1	urban	35700
10	1	water	443900
10	2	crop	2037100
10	2	grass	221700
10	2	oak	2371800
10	2	pine	1052900
10	2	shrub	829400
10	2	urban	35700
10	2	water	443900
10	3	crop	2003000
10	3	grass	221200
10	3	oak	2330600
10	3	pine	1012400
10	3	shrub	820900
10	3	urban	35700
10	3	water	443900
10	4	crop	2040500
10	4	grass	221900
10	4	oak	2371900
10	4	pine	1050700
10	4	shrub	829800
10	4	urban	35700
10	4	water	443900
10	5	crop	2020100
10	5	grass	221700
10	5	oak	2365000
10	5	pine	1037000
10	5	shrub	823400
10	5	urban	35700
10	5	water	443900
10	6	crop	2031600
10	6	grass	219100
10	6	oak	2366100
10	6	pine	1048900
10	6	shrub	828500
10	6	urban	35700
10	6	water	443900
10	7	crop	2040700
10	7	grass	221500
10	7	oak	2373300
10	7	pine	1053800
10	7	shrub	830200
10	7	urban	35700
10	7	water	443900
10	8	crop	2040000
10	8	grass	222400
10	8	oak	2374400
10	8	pine	1053300
10	8	shrub	829600
10	8	urban	35700
10	8	water	443900
10	9	crop	2025000
10	9	grass	219700
10	9	oak	2358000
10	9	pine	1040200
10	9	shrub	827700
10	9	urban	35700
10	9	water	443900
10	10	crop	2037400
10	10	grass	222400
10	10	oak	2376300
10	10	pine	1051500
10	10	shrub	829600
10	10	urban	35700
10	10	water	443900
10	11	crop	2034200
10	11	grass	221500
10	11	oak	2369600
10	11	pine	1051400
10	11	shrub	829300
10	11	urban	35700
10	11	water	443900
10	12	crop	2024700
10	12	grass	222200
10	12	oak	2358500
