run	year	lct	area
4	13	water	443900
4	14	crop	2029300
4	14	grass	222500
4	14	oak	2375100
4	14	pine	1041600
4	14	shrub	826700
4	14	urban	35700
4	14	water	443900
4	15	crop	2026000
4	15	grass	222600
4	15	oak	2371300
4	15	pine	1042000
4	15	shrub	825100
4	15	urban	35700
4	15	water	443900
4	16	crop	2033600
4	16	grass	222300
4	16	oak	2369100
4	16	pine	1044900
4	16	shrub	826900
4	16	urban	35700
4	16	water	443900
4	17	crop	2021300
4	17	grass	220700
4	17	oak	2357600
4	17	pine	1046900
4	17	shrub	827700
4	17	urban	35700
4	17	water	443900
4	18	crop	2038600
4	18	grass	222800
4	18	oak	2375700
4	18	pine	1052200
4	18	shrub	830000
4	18	urban	35700
4	18	water	443900
4	19	crop	2038700
4	19	grass	222100
4	19	oak	2374000
4	19	pine	1050400
4	19	shrub	830000
4	19	urban	35700
4	19	water	443900
4	20	crop	2035100
4	20	grass	222400
4	20	oak	2365900
4	20	pine	1041800
4	20	shrub	826900
4	20	urban	35700
4	20	water	443900
5	1	crop	2036400
5	1	grass	222500
5	1	oak	2373200
5	1	pine	1052800
5	1	shrub	829000
5	1	urban	35700
5	1	water	443900
5	2	crop	2023100
5	2	grass	222300
5	2	oak	2362900
5	2	pine	1032000
5	2	shrub	823300
5	2	urban	35700
5	2	water	443900
5	3	crop	2037800
5	3	grass	222800
5	3	oak	2372400
5	3	pine	1048900
5	3	shrub	829300
5	3	urban	35700
5	3	water	443900
5	4	crop	2032900
5	4	grass	222600
5	4	oak	2371800
5	4	pine	1044500
5	4	shrub	825800
5	4	urban	35700
5	4	water	443900
5	5	crop	2038000
5	5	grass	222500
5	5	oak	2370600
5	5	pine	1046600
5	5	shrub	829200
5	5	urban	35700
5	5	water	443900
5	6	crop	2039800
5	6	grass	222700
5	6	oak	2374900
5	6	pine	1050500
5	6	shrub	829600
5	6	urban	35700
5	6	water	443900
5	7	crop	2026000
5	7	grass	222500
5	7	oak	2369000
5	7	pine	1037400
5	7	shrub	824500
5	7	urban	35700
5	7	water	443900
5	8	crop	2035700
5	8	grass	222000
5	8	oak	2374000
5	8	pine	1050100
5	8	shrub	829300
5	8	urban	35700
5	8	water	443900
5	9	crop	2040700
5	9	grass	222600
5	9	oak	2374700
5	9	pine	1051900
5	9	shrub	830200
5	9	urban	35700
5	9	water	443900
5	10	crop	2038300
5	10	grass	222800
5	10	oak	2374500
5	10	pine	1049000
5	10	shrub	830000
5	10	urban	35700
5	10	water	443900
5	11	crop	2024300
5	11	grass	222400
5	11	oak	2349800
5	11	pine	1025800
5	11	shrub	825200
5	11	urban	35700
5	11	water	443900
5	12	crop	2041300
5	12	grass	222800
5	12	oak	2377000
5	12	pine	1053800
5	12	shrub	830200
5	12	urban	35700
5	12	water	443900
5	13	crop	2015600
5	13	grass	220900
5	13	oak	2345700
5	13	pine	1010900
5	13	shrub	820700
5	13	urban	35700
5	13	water	443900
5	14	crop	2029600
5	14	grass	222300
5	14	oak	2361100
5	14	pine	1039700
5	14	shrub	827300
5	14	urban	35700
5	14	water	443900
5	15	crop	2040500
5	15	grass	222300
5	15	oak	2375800
5	15	pine	1053100
5	15	shrub	830200
5	15	urban	35700
5	15	water	443900
5	16	crop	2021400
5	16	grass	221600
5	16	oak	2348000
5	16	pine	1018100
5	16	shrub	823000
5	16	urban	35700
5	16	water	443900
5	17	crop	2038600
5	17	grass	222500
5	17	oak	2374100
5	17	pine	1053200
5	17	shrub	829400
5	17	urban	35700
5	17	water	443900
5	18	crop	2028000
5	18	grass	222400
5	18	oak	2363700
5	18	pine	1035700
5	18	shrub	827000
5	18	urban	35700
5	18	water	443900
5	19	crop	2039600
5	19	grass	222700
5	19	oak	2373400
5	19	pine	1051800
5	19	shrub	829700
5	19	urban	35700
5	19	water	443900
5	20	crop	2034800
5	20	grass	222100
5	20	oak	2366900
5	20	pine	1041700
5	20	shrub	826900
5	20	urban	35700
5	20	water	443900
6	1	crop	2038000
6	1	grass	222400
6	1	oak	2369400
6	1	pine	1041500
6	1	shrub	825700
6	1	urban	35700
6	1	water	443900
6	2	crop	2040400
6	2	grass	222800
6	2	oak	2374200
6	2	pine	1051000
6	2	shrub	829900
6	2	urban	35700
6	2	water	443900
6	3	crop	2039100
6	3	grass	222200
6	3	oak	2375700
6	3	pine	1052800
6	3	shrub	829100
6	3	urban	35700
6	3	water	443900
6	4	crop	2040500
6	4	grass	222600
6	4	oak	2374500
6	4	pine	1051300
6	4	shrub	830200
6	4	urban	35700
6	4	water	443900
6	5	crop	2035400
6	5	grass	222000
6	5	oak	2373700
6	5	pine	1051000
6	5	shrub	828500
6	5	urban	35700
6	5	water	443900
6	6	crop	2041600
6	6	grass	222800
6	6	oak	2376500
6	6	pine	1051500
6	6	shrub	830200
6	6	urban	35700
6	6	water	443900
6	7	crop	2035600
6	7	grass	222700
6	7	oak	2374700
6	7	pine	1051000
6	7	shrub	829500
6	7	urban	35700
6	7	water	443900
6	8	crop	2040500
6	8	grass	222800
6	8	oak	2375600
6	8	pine	1051900
6	8	shrub	830500
6	8	urban	35700
6	8	water	443900
6	9	crop	2033700
6	9	grass	222400
6	9	oak	2372600
6	9	pine	1044800
6	9	shrub	827900
6	9	urban	35700
6	9	water	443900
6	10	crop	2038100
6	10	grass	222800
6	10	oak	2372400
6	10	pine	1047400
6	10	shrub	828700
6	10	urban	35700
6	10	water	443900
6	11	crop	2038400
6	11	grass	222400
6	11	oak	2372400
6	11	pine	1050400
6	11	shrub	829400
6	11	urban	35700
6	11	water	443900
6	12	crop	2036400
6	12	grass	222300
6	12	oak	2372800
6	12	pine	1050100
6	12	shrub	830000
6	12	urban	35700
6	12	water	443900
6	13	crop	2027500
6	13	grass	222100
6	13	oak	2369700
6	13	pine	1043200
6	13	shrub	824300
6	13	urban	35700
6	13	water	443900
6	14	crop	2042000
6	14	grass	222800
6	14	oak	2377200
6	14	pine	1054900
6	14	shrub	830600
6	14	urban	35700
6	14	water	443900
6	15	crop	2039100
6	15	grass	222600
6	15	oak	2376400
6	15	pine	1050000
6	15	shrub	829500
6	15	urban	35700
6	15	water	443900
6	16	crop	2040100
6	16	grass	222800
6	16	oak	2374900
6	16	pine	1053000
6	16	shrub	830000
6	16	urban	35700
6	16	water	443900
6	17	crop	2037900
6	17	grass	222100
6	17	oak	2371700
6	17	pine	1050500
6	17	shrub	829700
6	17	urban	35700
6	17	water	443900
6	18	crop	2023300
6	18	grass	222200
6	18	oak	2350600
6	18	pine	1021600
6	18	shrub	823800
6	18	urban	35700
6	18	water	443900
6	19	crop	2030900
6	19	grass	221600
6	19	oak	2366300
6	19	pine	1036900
6	19	shrub	826200
6	19	urban	35700
6	19	water	443900
6	20	crop	2034800
6	20	grass	221700
6	20	oak	2369800
6	20	pine	1048900
6	20	shrub	829300
6	20	urban	35700
6	20	water	443900
7	1	crop	2020100
7	1	grass	222200
7	1	oak	2371700
7	1	pine	1041000
7	1	shrub	823800
7	1	urban	35700
7	1	water	443900
7	2	crop	2037000
7	2	grass	222400
7	2	oak	2373700
7	2	pine	1048400
7	2	shrub	828400
7	2	urban	35700
7	2	water	443900
7	3	crop	2037100
7	3	grass	222700
7	3	oak	2372900
7	3	pine	1047400
7	3	shrub	829300
7	3	urban	35700
7	3	water	443900
7	4	crop	2034200
7	4	grass	222000
7	4	oak	2364800
7	4	pine	1040800
7	4	shrub	827500
7	4	urban	35700
7	4	water	443900
7	5	crop	2039400
7	5	grass	222700
7	5	oak	2374300
7	5	pine	1051800
7	5	shrub	829700
7	5	urban	35700
7	5	water	443900
7	6	crop	2039500
7	6	grass	222700
7	6	oak	2375700
7	6	pine	1053800
7	6	shrub	830300
7	6	urban	35700
7	6	water	443900
7	7	crop	2041600
7	7	grass	222600
7	7	oak	2375500
7	7	pine	1050200
7	7	shrub	829900
7	7	urban	35700
7	7	water	443900
7	8	crop	2037100
7	8	grass	222700
7	8	oak	2373600
7	8	pine	1050600
7	8	shrub	829900
7	8	urban	35700
7	8	water	443900
7	9	crop	2033800
7	9	grass	222200
7	9	oak	2366500
7	9	pine	1046100
7	9	shrub	828300
7	9	urban	35700
7	9	water	443900
7	10	crop	2038400
7	10	grass	222400
7	10	oak	2368900
7	10	pine	1047200
7	10	shrub	829500
7	10	urban	35700
7	10	water	443900
7	11	crop	2035900
7	11	grass	222200
7	11	oak	2372600
7	11	pine	1048500
7	11	shrub	827700
7	11	urban	35700
7	11	water	443900
7	12	crop	2036200
7	12	grass	222400
7	12	oak	2374900
7	12	pine	1050600
7	12	shrub	828700
7	12	urban	35700
7	12	water	443900
7	13	crop	2036700
7	13	grass	222600
7	13	oak	2375800
7	13	pine	1050300
7	13	shrub	828300
7	13	urban	35700
7	13	water	443900
7	14	crop	2038800
7	14	grass	222700
7	14	oak	2374100
7	14	pine	1049200
7	14	shrub	829400
7	14	urban	35700
7	14	water	443900
7	15	crop	2035000
7	15	grass	222300
7	15	oak	2366500
7	15	pine	1042200
7	15	shrub	828400
7	15	urban	35700
7	15	water	443900
7	16	crop	2017900
7	16	grass	220400
7	16	oak	2358500
7	16	pine	1040600
7	16	shrub	827700
7	16	urban	35700
7	16	water	443900
7	17	crop	2033200
7	17	grass	221800
7	17	oak	2369400
7	17	pine	1049800
7	17	shrub	828900
7	17	urban	35700
7	17	water	443900
7	18	crop	2034900
7	18	grass	222400
7	18	oak	2368400
7	18	pine	1044400
7	18	shrub	828500
7	18	urban	35700
7	18	water	443900
7	19	crop	2031400
7	19	grass	221900
7	19	oak	2361800
7	19	pine	1036200
7	19	shrub	827300
7	19	urban	35700
7	19	water	443900
7	20	crop	2035600
7	20	grass	222500
7	20	oak	2368000
7	20	pine	1045300
7	20	shrub	829000
7	20	urban	35700
7	20	water	443900
8	1	crop	2036400
8	1	grass	222300
8	1	oak	2374900
8	1	pine	1051500
8	1	shrub	828900
8	1	urban	35700
8	1	water	443900
8	2	crop	2025100
8	2	grass	221300
8	2	oak	2348600
8	2	pine	1019600
8	2	shrub	825100
8	2	urban	35700
8	2	water	443900
8	3	crop	2035500
8	3	grass	222100
8	3	oak	2367700
8	3	pine	1043400
8	3	shrub	828500
8	3	urban	35700
8	3	water	443900
8	4	crop	2036600
8	4	grass	222500
8	4	oak	2375200
8	4	pine	1051500
8	4	shrub	828900
8	4	urban	35700
8	4	water	443900
8	5	crop	2038300
8	5	grass	222800
8	5	oak	2376000
8	5	pine	1050200
8	5	shrub	829000
8	5	urban	35700
8	5	water	443900
8	6	crop	2040700
8	6	grass	222600
8	6	oak	2376400
8	6	pine	1054800
8	6	shrub	830700
8	6	urban	35700
8	6	water	443900
8	7	crop	2036100
8	7	grass	222300
8	7	oak	2369300
8	7	pine	1045300
8	7	shrub	828500
8	7	urban	35700
8	7	water	443900
8	8	crop	2039300
8	8	grass	222600
8	8	oak	2374300
8	8	pine	1052600
8	8	shrub	829900
8	8	urban	35700
8	8	water	443900
8	9	crop	2033400
8	9	grass	222000
8	9	oak	2370100
8	9	pine	1047300
8	9	shrub	827900
8	9	urban	35700
8	9	water	443900
8	10	crop	2038900
8	10	grass	222400
8	10	oak	2374300
8	10	pine	1053100
8	10	shrub	830100
8	10	urban	35700
8	10	water	443900
8	11	crop	2039500
8	11	grass	222700
8	11	oak	2375600
8	11	pine	1053900
8	11	shrub	830300
8	11	urban	35700
8	11	water	443900
8	12	crop	2041100
8	12	grass	222800
8	12	oak	2374000
8	12	pine	1050600
8	12	shrub	829900
8	12	urban	35700
8	12	water	443900
8	13	crop	2037100
8	13	grass	222000
8	13	oak	2372200
8	13	pine	1049600
8	13	shrub	829100
8	13	urban	35700
8	13	water	443900
8	14	crop	2024700
8	14	grass	221100
8	14	oak	2363600
8	14	pine	1044100
8	14	shrub	827000
8	14	urban	35700
8	14	water	443900
8	15	crop	2037600
8	15	grass	221900
8	15	oak	2373200
8	15	pine	1051700
8	15	shrub	829900
8	15	urban	35700
8	15	water	443900
8	16	crop	2037000
8	16	grass	222100
8	16	oak	2370900
8	16	pine	1047600
8	16	shrub	829400
8	16	urban	35700
8	16	water	443900
8	17	crop	2036700
8	17	grass	222500
8	17	oak	2371200
8	17	pine	1044400
8	17	shrub	828400
8	17	urban	35700
8	17	water	443900
8	18	crop	2040600
8	18	grass	222600
8	18	oak	2376000
8	18	pine	1052800
8	18	shrub	830500
8	18	urban	35700
8	18	water	443900
8	19	crop	2039900
8	19	grass	222200
8	19	oak	2373900
8	19	pine	1053600
8	19	shrub	829600
8	19	urban	35700
8	19	water	443900
8	20	crop	2033400
8	20	grass	222400
8	20	oak	2369600
8	20	pine	1045200
8	20	shrub	828000
8	20	urban	35700
8	20	water	443900
9	1	crop	2036600
9	1	grass	222100
9	1	oak	2372200
9	1	pine	1052600
9	1	shrub	829500
9	1	urban	35700
9	1	water	443900
9	2	crop	2036100
9	2	grass	222100
9	2	oak	2372700
9	2	pine	1051600
9	2	shrub	829200
9	2	urban	35700
9	2	water	443900
9	3	crop	2026800
9	3	grass	222600
9	3	oak	2367000
9	3	pine	1031200
9	3	shrub	825200
9	3	urban	35700
9	3	water	443900
9	4	crop	2038300
9	4	grass	222600
9	4	oak	2374900
9	4	pine	1050400
9	4	shrub	829900
9	4	urban	35700
9	4	water	443900
9	5	crop	2036500
9	5	grass	222400
9	5	oak	2371800
9	5	pine	1050800
9	5	shrub	829800
9	5	urban	35700
9	5	water	443900
9	6	crop	2037600
9	6	grass	222800
9	6	oak	2375200
9	6	pine	1051900
9	6	shrub	829800
9	6	urban	35700
9	6	water	443900
9	7	crop	2039900
9	7	grass	222700
9	7	oak	2373700
9	7	pine	1052100
9	7	shrub	830000
9	7	urban	35700
9	7	water	443900
9	8	crop	2037800
9	8	grass	222500
9	8	oak	2375000
9	8	pine	1048000
9	8	shrub	828900
9	8	urban	35700
9	8	water	443900
9	9	crop	2037400
9	9	grass	222300
9	9	oak	2372400
9	9	pine	1050500
9	9	shrub	829100
9	9	urban	35700
9	9	water	443900
9	10	crop	2040800
9	10	grass	222800
9	10	oak	2375800
9	10	pine	1052900
9	10	shrub	830700
9	10	urban	35700
9	10	water	443900
9	11	crop	2035300
9	11	grass	222000
9	11	oak	2373400
9	11	pine	1048700
9	11	shrub	829500
9	11	urban	35700
9	11	water	443900
9	12	crop	2033900
9	12	grass	222400
9	12	oak	2371100
9	12	pine	1047700
9	12	shrub	828300
9	12	urban	35700
9	12	water	443900
9	13	crop	2033700
9	13	grass	222000
9	13	oak	2367600
9	13	pine	1046900
9	13	shrub	829000
9	13	urban	35700
9	13	water	443900
9	14	crop	2031900
9	14	grass	222000
9	14	oak	2368600
9	14	pine	1043700
9	14	shrub	827800
9	14	urban	35700
9	14	water	443900
9	15	crop	2035600
9	15	grass	222500
9	15	oak	2374000
9	15	pine	1047900
9	15	shrub	827400
9	15	urban	35700
9	15	water	443900
9	16	crop	2031200
9	16	grass	222300
9	16	oak	2365600
9	16	pine	1039000
9	16	shrub	827200
9	16	urban	35700
9	16	water	443900
9	17	crop	2040000
9	17	grass	222300
9	17	oak	2373900
9	17	pine	1052400
9	17	shrub	829800
9	17	urban	35700
9	17	water	443900
9	18	crop	2037400
9	18	grass	222600
9	18	oak	2371100
9	18	pine	1044500
9	18	shrub	829400
9	18	urban	35700
9	18	water	443900
9	19	crop	2040600
9	19	grass	222700
9	19	oak	2375100
9	19	pine	1049400
9	19	shrub	829700
9	19	urban	35700
9	19	water	443900
9	20	crop	2037100
9	20	grass	222400
9	20	oak	2373200
9	20	pine	1052200
9	20	shrub	829500
9	20	urban	35700
9	20	water	443900
10	1	crop	2014300
10	1	grass	219700
10	1	oak	2353100
10	1	pine	1029000
10	1	shrub	822700
10	1	urban	35700
10	1	water	443900
10	2	crop	2031200
10	2	grass	222500
10	2	oak	2372500
10	2	pine	1046400
10	2	shrub	828000
10	2	urban	35700
10	2	water	443900
10	3	crop	2034500
10	3	grass	222200
10	3	oak	2372400
10	3	pine	1051300
10	3	shrub	829700
10	3	urban	35700
10	3	water	443900
10	4	crop	2038200
10	4	grass	222100
10	4	oak	2371200
10	4	pine	1051000
10	4	shrub	829600
10	4	urban	35700
10	4	water	443900
10	5	crop	2035200
10	5	grass	222200
10	5	oak	2368700
10	5	pine	1046700
10	5	shrub	829000
10	5	urban	35700
10	5	water	443900
10	6	crop	2036700
10	6	grass	222400
10	6	oak	2371800
10	6	pine	1047600
10	6	shrub	827500
10	6	urban	35700
10	6	water	443900
10	7	crop	2040700
10	7	grass	222600
10	7	oak	2375800
10	7	pine	1053400
10	7	shrub	830200
10	7	urban	35700
10	7	water	443900
10	8	crop	2035600
10	8	grass	222500
10	8	oak	2372600
10	8	pine	1048500
10	8	shrub	829600
10	8	urban	35700
10	8	water	443900
10	9	crop	2032400
10	9	grass	222300
10	9	oak	2370000
10	9	pine	1050200
10	9	shrub	828900
10	9	urban	35700
10	9	water	443900
10	10	crop	2036900
10	10	grass	222300
10	10	oak	2373600
10	10	pine	1047700
10	10	shrub	829300
10	10	urban	35700
10	10	water	443900
10	11	crop	2030800
10	11	grass	222400
10	11	oak	2369900
10	11	pine	1045100
10	11	shrub	826100
10	11	urban	35700
10	11	water	443900
10	12	crop	2041500
10	12	grass	222600
10	12	oak	2374700
